|0|0.buoys|0.ships|1|1.buoys|1.ships|2|2.ships|3|3.buoys|3.ships|4|4.ships|nreports|nreports.buoys|nreports.ships
1950-05-01|50534|0|50534|439.0|0|439.0|0|0|4225.0|0|4225.0|21.0|21.0|55219|0|55219
1950-06-01|49748|0|49748|385.0|0|385.0|0|0|4297.0|0|4297.0|9.0|9.0|54439|0|54439
1950-07-01|53526|0|53526|463.0|0|463.0|0|0|5123.0|0|5123.0|24.0|24.0|59136|0|59136
1950-08-01|54646|0|54646|464.0|0|464.0|0|0|5051.0|0|5051.0|42.0|42.0|60203|0|60203
1950-09-01|52962|0|52962|375.0|0|375.0|0|0|4164.0|0|4164.0|3.0|3.0|57504|0|57504
1950-10-01|56814|0|56814|405.0|0|405.0|0|0|5031.0|0|5031.0|13.0|13.0|62263|0|62263
1950-11-01|54938|0|54938|379.0|0|379.0|0|0|4395.0|0|4395.0|56.0|56.0|59768|0|59768
1950-12-01|58162|0|58162|476.0|0|476.0|0|0|4802.0|0|4802.0|1.0|1.0|63441|0|63441
1951-01-01|64021|0|64021|512.0|0|512.0|0|0|4326.0|0|4326.0|2.0|2.0|68861|0|68861
1951-02-01|59796|0|59796|423.0|0|423.0|0|0|4650.0|0|4650.0|1.0|1.0|64870|0|64870
1951-03-01|66733|0|66733|504.0|0|504.0|0|0|4915.0|0|4915.0|1.0|1.0|72153|0|72153
1951-04-01|64308|0|64308|509.0|0|509.0|0|0|4476.0|0|4476.0|4.0|4.0|69297|0|69297
1951-05-01|64118|0|64118|558.0|0|558.0|0|0|4916.0|0|4916.0|0|0|69592|0|69592
1951-06-01|54155|0|54155|11558.0|0|11558.0|0|0|26805.0|0|26805.0|0|0|92518|0|92518
1951-07-01|55777|0|55777|15692.0|0|15692.0|0|0|34979.0|0|34979.0|0|0|106448|0|106448
1951-08-01|59543|0|59543|16450.0|0|16450.0|0|0|36200.0|0|36200.0|0|0|112193|0|112193
1951-09-01|59168|0|59168|15455.0|0|15455.0|0|0|34043.0|0|34043.0|3.0|3.0|108669|0|108669
1951-10-01|62165|0|62165|14219.0|0|14219.0|0|0|31410.0|0|31410.0|75.0|75.0|107869|0|107869
1951-11-01|60523|0|60523|12988.0|0|12988.0|0|0|29492.0|0|29492.0|166.0|166.0|103169|0|103169
1951-12-01|64332|0|64332|10478.0|0|10478.0|0|0|23561.0|0|23561.0|188.0|188.0|98559|0|98559
1952-01-01|61218|0|61218|17573.0|0|17573.0|0|0|40274.0|0|40274.0|189.0|189.0|119254|0|119254
1952-02-01|63403|0|63403|19550.0|0|19550.0|0|0|45324.0|0|45324.0|173.0|173.0|128450|0|128450
1952-03-01|66785|0|66785|23398.0|0|23398.0|0|0|53208.0|0|53208.0|190.0|190.0|143581|0|143581
1952-04-01|63588|0|63588|20723.0|0|20723.0|0|0|48831.0|0|48831.0|123.0|123.0|133265|0|133265
1952-05-01|64394|0|64394|19614.0|0|19614.0|0|0|45294.0|0|45294.0|82.0|82.0|129384|0|129384
1952-06-01|62693|0|62693|21450.0|0|21450.0|0|0|48569.0|0|48569.0|6.0|6.0|132718|0|132718
1952-07-01|63693|0|63693|23813.0|0|23813.0|0|0|55216.0|0|55216.0|1.0|1.0|142723|0|142723
1952-08-01|63661|0|63661|23527.0|0|23527.0|0|0|55075.0|0|55075.0|0|0|142263|0|142263
1952-09-01|63716|0|63716|25087.0|0|25087.0|0|0|58130.0|0|58130.0|0|0|146933|0|146933
1952-10-01|67490|0|67490|23667.0|0|23667.0|0|0|55588.0|0|55588.0|41.0|41.0|146786|0|146786
1952-11-01|63281|0|63281|21033.0|0|21033.0|0|0|49245.0|0|49245.0|7.0|7.0|133566|0|133566
1952-12-01|66099|0|66099|15827.0|0|15827.0|0|0|38261.0|0|38261.0|15.0|15.0|120202|0|120202
1953-01-01|67683|0|67683|21875.0|0|21875.0|0|0|52412.0|0|52412.0|1.0|1.0|141971|0|141971
1953-02-01|63005|0|63005|22072.0|0|22072.0|0|0|51403.0|0|51403.0|29.0|29.0|136509|0|136509
1953-03-01|68236|0|68236|23886.0|0|23886.0|0|0|56486.0|0|56486.0|13.0|13.0|148621|0|148621
1953-04-01|69074|0|69074|21324.0|0|21324.0|0|0|47766.0|0|47766.0|1.0|1.0|138165|0|138165
1953-05-01|75746|0|75746|22696.0|0|22696.0|0|0|49144.0|0|49144.0|1.0|1.0|147587|0|147587
1953-06-01|72505|0|72505|22740.0|0|22740.0|0|0|48841.0|0|48841.0|2.0|2.0|144088|0|144088
1953-07-01|76494|0|76494|24403.0|0|24403.0|0|0|52506.0|0|52506.0|0|0|153403|0|153403
1953-08-01|78412|0|78412|23728.0|0|23728.0|0|0|50523.0|0|50523.0|0|0|152663|0|152663
1953-09-01|76357|0|76357|21246.0|0|21246.0|0|0|44785.0|0|44785.0|3.0|3.0|142391|0|142391
1953-10-01|78711|0|78711|21231.0|0|21231.0|0|0|45625.0|0|45625.0|1.0|1.0|145568|0|145568
1953-11-01|75043|0|75043|18364.0|0|18364.0|0|0|39008.0|0|39008.0|3.0|3.0|132418|0|132418
1953-12-01|76692|0|76692|14382.0|0|14382.0|0|0|29715.0|0|29715.0|4.0|4.0|120793|0|120793
1954-01-01|73701|0|73701|20006.0|0|20006.0|0|0|42789.0|0|42789.0|0|0|136496|0|136496
1954-02-01|66425|0|66425|22433.0|0|22433.0|0|0|47611.0|0|47611.0|1.0|1.0|136470|0|136470
1954-03-01|75842|0|75842|21198.0|0|21198.0|0|0|45974.0|0|45974.0|29.0|29.0|143043|0|143043
1954-04-01|71822|0|71822|20834.0|0|20834.0|0|0|45845.0|0|45845.0|33.0|33.0|138534|0|138534
1954-05-01|76819|0|76819|20682.0|0|20682.0|0|0|46332.0|0|46332.0|42.0|42.0|143875|0|143875
1954-06-01|75265|0|75265|18398.0|0|18398.0|0|0|40783.0|0|40783.0|17.0|17.0|134463|0|134463
1954-07-01|76481|0|76481|19582.0|0|19582.0|0|0|43871.0|0|43871.0|40.0|40.0|139974|0|139974
1954-08-01|75386|0|75386|18412.0|0|18412.0|0|0|41158.0|0|41158.0|35.0|35.0|134991|0|134991
1954-09-01|74207|0|74207|17910.0|0|17910.0|0|0|40110.0|0|40110.0|19.0|19.0|132246|0|132246
1954-10-01|77801|0|77801|18082.0|0|18082.0|0|0|39939.0|0|39939.0|0|0|135822|0|135822
1954-11-01|73578|0|73578|18145.0|0|18145.0|0|0|39963.0|0|39963.0|7.0|7.0|131693|0|131693
1954-12-01|77385|0|77385|12090.0|0|12090.0|0|0|26037.0|0|26037.0|10.0|10.0|115522|0|115522
1955-01-01|78754|0|78754|18152.0|0|18152.0|0|0|40182.0|0|40182.0|50.0|50.0|137138|0|137138
1955-02-01|74458|0|74458|17776.0|0|17776.0|0|0|38526.0|0|38526.0|9.0|9.0|130769|0|130769
1955-03-01|82475|0|82475|20434.0|0|20434.0|0|0|45313.0|0|45313.0|9.0|9.0|148231|0|148231
1955-04-01|77420|0|77420|16304.0|0|16304.0|0|0|35532.0|0|35532.0|33.0|33.0|129289|0|129289
1955-05-01|82220|0|82220|17548.0|0|17548.0|0|0|39060.0|0|39060.0|56.0|56.0|138884|0|138884
1955-06-01|78081|0|78081|16740.0|0|16740.0|2.0|2.0|36590.0|0|36590.0|28.0|28.0|131441|0|131441
1955-07-01|82097|0|82097|20192.0|0|20192.0|0|0|44203.0|0|44203.0|25.0|25.0|146517|0|146517
1955-08-01|84443|0|84443|19485.0|0|19485.0|0|0|43468.0|0|43468.0|43.0|43.0|147439|0|147439
1955-09-01|81689|0|81689|19965.0|0|19965.0|0|0|44790.0|0|44790.0|62.0|62.0|146506|0|146506
1955-10-01|84276|0|84276|14857.0|0|14857.0|0|0|32707.0|0|32707.0|201.0|201.0|132041|0|132041
1955-11-01|84685|0|84685|16444.0|0|16444.0|0|0|36179.0|0|36179.0|192.0|192.0|137500|0|137500
1955-12-01|85663|0|85663|14498.0|0|14498.0|0|0|29352.0|0|29352.0|205.0|205.0|129718|0|129718
1956-01-01|85059|0|85059|19066.0|0|19066.0|0|0|37224.0|0|37224.0|189.0|189.0|141538|0|141538
1956-02-01|80682|0|80682|18057.0|0|18057.0|0|0|35167.0|0|35167.0|211.0|211.0|134117|0|134117
1956-03-01|87283|0|87283|19797.0|0|19797.0|0|0|42112.0|0|42112.0|228.0|228.0|149420|0|149420
1956-04-01|85733|0|85733|18170.0|0|18170.0|0|0|39356.0|0|39356.0|155.0|155.0|143414|0|143414
1956-05-01|89154|0|89154|17081.0|0|17081.0|0|0|37189.0|0|37189.0|25.0|25.0|143449|0|143449
1956-06-01|91114|0|91114|16621.0|0|16621.0|0|0|32380.0|0|32380.0|12.0|12.0|140127|0|140127
1956-07-01|91343|0|91343|19325.0|0|19325.0|0|0|42456.0|0|42456.0|108.0|108.0|153232|0|153232
1956-08-01|93146|0|93146|19207.0|0|19207.0|0|0|41650.0|0|41650.0|57.0|57.0|154060|0|154060
1956-09-01|88619|0|88619|16901.0|0|16901.0|0|0|36554.0|0|36554.0|146.0|146.0|142220|0|142220
1956-10-01|92023|0|92023|17765.0|0|17765.0|0|0|37006.0|0|37006.0|121.0|121.0|146915|0|146915
1956-11-01|90350|0|90350|19746.0|0|19746.0|0|0|42630.0|0|42630.0|221.0|221.0|152947|0|152947
1956-12-01|93200|0|93200|16119.0|0|16119.0|0|0|33113.0|0|33113.0|376.0|376.0|142808|0|142808
1957-01-01|95911|0|95911|19952.0|0|19952.0|0|0|38727.0|0|38727.0|529.0|529.0|155119|0|155119
1957-02-01|90993|0|90993|18481.0|0|18481.0|0|0|37434.0|0|37434.0|609.0|609.0|147517|0|147517
1957-03-01|104781|0|104781|18754.0|0|18754.0|0|0|40103.0|0|40103.0|703.0|703.0|164341|0|164341
1957-04-01|98083|0|98083|17197.0|0|17197.0|0|0|36887.0|0|36887.0|448.0|448.0|152615|0|152615
1957-05-01|104486|0|104486|16875.0|0|16875.0|0|0|36099.0|0|36099.0|413.0|413.0|157873|0|157873
1957-06-01|101606|0|101606|15805.0|0|15805.0|0|0|33136.0|0|33136.0|257.0|257.0|150804|0|150804
1957-07-01|108178|0|108178|19113.0|0|19113.0|0|0|42711.0|0|42711.0|126.0|126.0|170128|0|170128
1957-08-01|109059|0|109059|18831.0|0|18831.0|0|0|42685.0|0|42685.0|125.0|125.0|170700|0|170700
1957-09-01|107885|0|107885|21423.0|0|21423.0|0|0|48339.0|0|48339.0|185.0|185.0|177832|0|177832
1957-10-01|109418|0|109418|18747.0|0|18747.0|0|0|42355.0|0|42355.0|563.0|563.0|171083|0|171083
1957-11-01|108661|0|108661|15866.0|0|15866.0|0|0|35748.0|0|35748.0|1094.0|1094.0|161369|0|161369
1957-12-01|107701|0|107701|14578.0|0|14578.0|0|0|31824.0|0|31824.0|965.0|965.0|155068|0|155068
1958-01-01|105556|0|105556|17806.0|0|17806.0|0|0|39452.0|0|39452.0|1035.0|1035.0|163849|0|163849
1958-02-01|97956|0|97956|18229.0|0|18229.0|0|0|40584.0|0|40584.0|440.0|440.0|157209|0|157209
1958-03-01|112157|0|112157|19505.0|0|19505.0|0|0|44332.0|0|44332.0|557.0|557.0|176551|0|176551
1958-04-01|108851|0|108851|16391.0|0|16391.0|0|0|37091.0|0|37091.0|381.0|381.0|162714|0|162714
1958-05-01|118122|0|118122|17203.0|0|17203.0|0|0|38448.0|0|38448.0|292.0|292.0|174065|0|174065
1958-06-01|113136|0|113136|19025.0|0|19025.0|0|0|43009.0|0|43009.0|261.0|261.0|175431|0|175431
1958-07-01|118174|0|118174|22719.0|0|22719.0|0|0|51399.0|0|51399.0|251.0|251.0|192543|0|192543
1958-08-01|115557|0|115557|21422.0|0|21422.0|0|0|48047.0|0|48047.0|121.0|121.0|185147|0|185147
1958-09-01|111677|0|111677|20973.0|0|20973.0|0|0|46903.0|0|46903.0|112.0|112.0|179665|0|179665
1958-10-01|114675|0|114675|21496.0|0|21496.0|0|0|48069.0|0|48069.0|132.0|132.0|184372|0|184372
1958-11-01|111047|0|111047|19381.0|0|19381.0|0|0|43876.0|0|43876.0|308.0|308.0|174612|0|174612
1958-12-01|111920|0|111920|16407.0|0|16407.0|0|0|35888.0|0|35888.0|557.0|557.0|164772|0|164772
1959-01-01|110042|0|110042|18558.0|0|18558.0|0|0|41399.0|0|41399.0|278.0|278.0|170277|0|170277
1959-02-01|102764|0|102764|16908.0|0|16908.0|0|0|38634.0|0|38634.0|348.0|348.0|158654|0|158654
1959-03-01|114467|0|114467|17147.0|0|17147.0|0|0|39352.0|0|39352.0|299.0|299.0|171265|0|171265
1959-04-01|106409|0|106409|17224.0|0|17224.0|0|0|40194.0|0|40194.0|236.0|236.0|164063|0|164063
1959-05-01|113954|0|113954|19863.0|0|19863.0|0|0|45691.0|0|45691.0|171.0|171.0|179679|0|179679
1959-06-01|117584|0|117584|17588.0|0|17588.0|0|0|39669.0|0|39669.0|77.0|77.0|174918|0|174918
1959-07-01|122014|0|122014|18448.0|0|18448.0|0|0|41431.0|0|41431.0|119.0|119.0|182012|0|182012
1959-08-01|121909|0|121909|19097.0|0|19097.0|0|0|43053.0|0|43053.0|159.0|159.0|184218|0|184218
1959-09-01|112627|0|112627|18129.0|0|18129.0|0|0|41326.0|0|41326.0|172.0|172.0|172254|0|172254
1959-10-01|115640|0|115640|17924.0|0|17924.0|0|0|41476.0|0|41476.0|244.0|244.0|175284|0|175284
1959-11-01|115463|0|115463|18408.0|0|18408.0|0|0|42300.0|0|42300.0|146.0|146.0|176317|0|176317
1959-12-01|118250|0|118250|16343.0|0|16343.0|0|0|35537.0|0|35537.0|153.0|153.0|170283|0|170283
1960-01-01|115881|0|115881|20528.0|0|20528.0|0|0|46555.0|0|46555.0|317.0|317.0|183281|0|183281
1960-02-01|113306|0|113306|22049.0|0|22049.0|0|0|49534.0|0|49534.0|452.0|452.0|185341|0|185341
1960-03-01|122973|0|122973|21014.0|0|21014.0|0|0|47583.0|0|47583.0|172.0|172.0|191742|0|191742
1960-04-01|114448|0|114448|17128.0|0|17128.0|0|0|37616.0|0|37616.0|123.0|123.0|169315|0|169315
1960-05-01|121768|0|121768|17707.0|0|17707.0|0|0|39997.0|0|39997.0|71.0|71.0|179543|0|179543
1960-06-01|121352|0|121352|19098.0|0|19098.0|0|0|43410.0|0|43410.0|41.0|41.0|183901|0|183901
1960-07-01|127500|0|127500|19779.0|0|19779.0|0|0|44063.0|0|44063.0|390.0|390.0|191732|0|191732
1960-08-01|123559|0|123559|17917.0|0|17917.0|0|0|40305.0|0|40305.0|465.0|465.0|182246|0|182246
1960-09-01|122794|0|122794|18124.0|0|18124.0|0|0|40974.0|0|40974.0|87.0|87.0|181979|0|181979
1960-10-01|125768|0|125768|18673.0|0|18673.0|0|0|42252.0|0|42252.0|34.0|34.0|186727|0|186727
1960-11-01|117766|0|117766|21007.0|0|21007.0|0|0|47187.0|0|47187.0|374.0|374.0|186334|0|186334
1960-12-01|120095|0|120095|18402.0|0|18402.0|0|0|40540.0|0|40540.0|588.0|588.0|179625|0|179625
1961-01-01|131986|0|131986|19214.0|0|19214.0|0|0|43226.0|0|43226.0|545.0|545.0|194971|0|194971
1961-02-01|123267|0|123267|19665.0|0|19665.0|0|0|42461.0|0|42461.0|739.0|739.0|186132|0|186132
1961-03-01|135931|0|135931|20232.0|0|20232.0|0|0|46142.0|0|46142.0|714.0|714.0|203019|0|203019
1961-04-01|130467|0|130467|19594.0|0|19594.0|0|0|45648.0|0|45648.0|922.0|922.0|196631|0|196631
1961-05-01|136906|0|136906|17795.0|0|17795.0|0|0|40998.0|0|40998.0|420.0|420.0|196119|0|196119
1961-06-01|132941|0|132941|17005.0|0|17005.0|0|0|39518.0|0|39518.0|376.0|376.0|189840|0|189840
1961-07-01|135626|0|135626|18138.0|0|18138.0|0|0|41178.0|0|41178.0|350.0|350.0|195292|0|195292
1961-08-01|137527|0|137527|19339.0|0|19339.0|0|0|44196.0|0|44196.0|393.0|393.0|201455|0|201455
1961-09-01|134514|0|134514|18228.0|0|18228.0|0|0|42235.0|0|42235.0|322.0|322.0|195299|0|195299
1961-10-01|134279|0|134279|18409.0|0|18409.0|0|0|43188.0|0|43188.0|615.0|615.0|196491|0|196491
1961-11-01|130480|0|130480|19989.0|0|19989.0|0|0|45213.0|0|45213.0|579.0|579.0|196261|0|196261
1961-12-01|131511|0|131511|17297.0|0|17297.0|0|0|38514.0|0|38514.0|705.0|705.0|188027|0|188027
1962-01-01|132159|0|132159|22281.0|0|22281.0|0|0|49230.0|0|49230.0|770.0|770.0|204440|0|204440
1962-02-01|124586|0|124586|21087.0|0|21087.0|0|0|45479.0|0|45479.0|340.0|340.0|191492|0|191492
1962-03-01|139963|0|139963|20942.0|0|20942.0|0|0|46917.0|0|46917.0|420.0|420.0|208242|0|208242
1962-04-01|131868|0|131868|20933.0|0|20933.0|0|0|46484.0|0|46484.0|157.0|157.0|199442|0|199442
1962-05-01|138563|0|138563|22228.0|0|22228.0|0|0|49077.0|0|49077.0|927.0|927.0|210795|0|210795
1962-06-01|137734|0|137734|21124.0|0|21124.0|0|0|45484.0|0|45484.0|1620.0|1620.0|205962|0|205962
1962-07-01|142422|0|142422|19416.0|0|19416.0|0|0|41920.0|0|41920.0|1351.0|1351.0|205109|0|205109
1962-08-01|139822|0|139822|21543.0|0|21543.0|0|0|46359.0|0|46359.0|1403.0|1403.0|209127|0|209127
1962-09-01|134685|0|134685|18331.0|0|18331.0|0|0|39862.0|0|39862.0|874.0|874.0|193752|0|193752
1962-10-01|139947|0|139947|22686.0|0|22686.0|0|0|49958.0|0|49958.0|800.0|800.0|213391|0|213391
1962-11-01|135072|0|135072|22683.0|0|22683.0|0|0|48823.0|0|48823.0|969.0|969.0|207547|0|207547
1962-12-01|132154|0|132154|18568.0|0|18568.0|0|0|38418.0|0|38418.0|653.0|653.0|189793|0|189793
1963-01-01|125499|0|125499|18572.0|0|18572.0|0|0|39615.0|0|39615.0|251.0|251.0|183937|0|183937
1963-02-01|119855|0|119855|18412.0|0|18412.0|0|0|39527.0|0|39527.0|594.0|594.0|178388|0|178388
1963-03-01|142909|0|142909|20392.0|0|20392.0|0|0|45783.0|0|45783.0|1326.0|1326.0|210410|0|210410
1963-04-01|137626|0|137626|19171.0|0|19171.0|0|0|42913.0|0|42913.0|1426.0|1426.0|201136|0|201136
1963-05-01|142618|0|142618|18729.0|0|18729.0|0|0|40898.0|0|40898.0|1574.0|1574.0|203819|0|203819
1963-06-01|139325|0|139325|18331.0|0|18331.0|0|0|40746.0|0|40746.0|1370.0|1370.0|199772|0|199772
1963-07-01|136353|0|136353|16571.0|0|16571.0|9.0|9.0|35724.0|0|35724.0|1186.0|1186.0|189843|0|189843
1963-08-01|135266|0|135266|20473.0|0|20473.0|0|0|45264.0|0|45264.0|771.0|771.0|201774|0|201774
1963-09-01|132174|0|132174|18335.0|0|18335.0|0|0|39370.0|0|39370.0|446.0|446.0|190325|0|190325
1963-10-01|137900|0|137900|20534.0|0|20534.0|0|0|45224.0|0|45224.0|460.0|460.0|204118|0|204118
1963-11-01|131621|0|131621|18222.0|0|18222.0|8.0|8.0|39006.0|0|39006.0|313.0|313.0|189170|0|189170
1963-12-01|132080|0|132080|18542.0|0|18542.0|0|0|38865.0|0|38865.0|499.0|499.0|189986|0|189986
1964-01-01|144422|0|144422|19553.0|0|19553.0|4.0|4.0|40700.0|0|40700.0|344.0|344.0|205023|0|205023
1964-02-01|145147|0|145147|20828.0|0|20828.0|8.0|8.0|44348.0|0|44348.0|327.0|327.0|210658|0|210658
1964-03-01|160417|0|160417|19463.0|0|19463.0|12.0|12.0|41042.0|0|41042.0|260.0|260.0|221194|0|221194
1964-04-01|154127|0|154127|19507.0|0|19507.0|18.0|18.0|41258.0|0|41258.0|156.0|156.0|215066|0|215066
1964-05-01|162696|0|162696|19531.0|0|19531.0|0|0|41210.0|0|41210.0|100.0|100.0|223537|0|223537
1964-06-01|159681|0|159681|18879.0|0|18879.0|0|0|39562.0|0|39562.0|68.0|68.0|218190|0|218190
1964-07-01|168399|0|168399|1889.0|0|1889.0|4.0|4.0|1899.0|0|1899.0|324.0|324.0|172515|0|172515
1964-08-01|170580|0|170580|1942.0|0|1942.0|4.0|4.0|1977.0|0|1977.0|233.0|233.0|174736|0|174736
1964-09-01|163479|0|163479|1976.0|0|1976.0|20.0|20.0|1996.0|0|1996.0|151.0|151.0|167622|0|167622
1964-10-01|167224|0|167224|1714.0|0|1714.0|0|0|1733.0|0|1733.0|142.0|142.0|170813|0|170813
1964-11-01|163757|0|163757|1993.0|0|1993.0|6.0|6.0|2007.0|0|2007.0|53.0|53.0|167816|0|167816
1964-12-01|158047|0|158047|2032.0|0|2032.0|4.0|4.0|2047.0|0|2047.0|584.0|584.0|162714|0|162714
1965-01-01|165013|0|165013|170.0|0|170.0|0|0|171.0|0|171.0|605.0|605.0|165959|0|165959
1965-02-01|151639|0|151639|141.0|0|141.0|0|0|145.0|0|145.0|476.0|476.0|152401|0|152401
1965-03-01|179725|0|179725|248.0|0|248.0|0|0|254.0|0|254.0|177.0|177.0|180404|0|180404
1965-04-01|179647|0|179647|246.0|0|246.0|0|0|248.0|0|248.0|209.0|209.0|180350|0|180350
1965-05-01|188678|0|188678|238.0|0|238.0|0|0|242.0|0|242.0|733.0|733.0|189891|0|189891
1965-06-01|183005|0|183005|255.0|0|255.0|0|0|256.0|0|256.0|772.0|772.0|184288|0|184288
1965-07-01|181722|0|181722|1387.0|0|1387.0|6.0|6.0|1395.0|0|1395.0|525.0|525.0|185035|0|185035
1965-08-01|183739|0|183739|1392.0|0|1392.0|4.0|4.0|1397.0|0|1397.0|1198.0|1198.0|187730|0|187730
1965-09-01|176465|0|176465|1414.0|0|1414.0|6.0|6.0|1421.0|0|1421.0|955.0|955.0|180261|0|180261
1965-10-01|182355|0|182355|1390.0|0|1390.0|3.0|3.0|1412.0|0|1412.0|388.0|388.0|185548|0|185548
1965-11-01|172225|0|172225|1478.0|0|1478.0|4.0|4.0|1484.0|0|1484.0|291.0|291.0|175482|0|175482
1965-12-01|167771|0|167771|1392.0|0|1392.0|4.0|4.0|1403.0|0|1403.0|514.0|514.0|171084|0|171084
1966-01-01|173356|0|173356|2167.0|0|2167.0|4.0|4.0|2188.0|0|2188.0|614.0|614.0|178329|0|178329
1966-02-01|166175|0|166175|1363.0|0|1363.0|4.0|4.0|1379.0|0|1379.0|399.0|399.0|169320|0|169320
1966-03-01|184841|0|184841|1832.0|0|1832.0|50.0|50.0|1859.0|0|1859.0|209.0|209.0|188791|0|188791
1966-04-01|176989|0|176989|1781.0|0|1781.0|26.0|26.0|1829.0|0|1829.0|307.0|307.0|180932|0|180932
1966-05-01|184044|0|184044|1942.0|0|1942.0|0|0|1979.0|0|1979.0|691.0|691.0|188656|0|188656
1966-06-01|176639|0|176639|1866.0|0|1866.0|6.0|6.0|1920.0|0|1920.0|514.0|514.0|180945|0|180945
1966-07-01|183639|0|183639|1898.0|0|1898.0|0|0|1922.0|0|1922.0|456.0|456.0|187915|0|187915
1966-08-01|190352|0|190352|1824.0|0|1824.0|4.0|4.0|1844.0|0|1844.0|729.0|729.0|194753|0|194753
1966-09-01|180780|0|180780|1796.0|0|1796.0|0|0|1828.0|0|1828.0|748.0|748.0|185152|0|185152
1966-10-01|192680|0|192680|3021.0|0|3021.0|0|0|3054.0|0|3054.0|690.0|690.0|199445|0|199445
1966-11-01|193470|0|193470|4860.0|0|4860.0|0|0|4897.0|0|4897.0|588.0|588.0|203815|0|203815
1966-12-01|190167|0|190167|3076.0|0|3076.0|2.0|2.0|3148.0|0|3148.0|771.0|771.0|197164|0|197164
1967-01-01|196895|0|196895|4578.0|0|4578.0|10.0|10.0|4677.0|0|4677.0|1037.0|1037.0|207197|0|207197
1967-02-01|194012|0|194012|4028.0|0|4028.0|18.0|18.0|4189.0|0|4189.0|1375.0|1375.0|203622|0|203622
1967-03-01|212012|0|212012|6960.0|0|6960.0|26.0|26.0|7132.0|0|7132.0|1279.0|1279.0|227409|0|227409
1967-04-01|206127|0|206127|6361.0|0|6361.0|16.0|16.0|6482.0|0|6482.0|1151.0|1151.0|220137|0|220137
1967-05-01|208356|0|208356|6555.0|0|6555.0|3.0|3.0|6716.0|0|6716.0|1215.0|1215.0|222845|0|222845
1967-06-01|208800|0|208800|6265.0|0|6265.0|0|0|6408.0|0|6408.0|1102.0|1102.0|222575|0|222575
1967-07-01|218005|0|218005|6772.0|0|6772.0|0|0|6944.0|0|6944.0|1665.0|1665.0|233386|0|233386
1967-08-01|217934|0|217934|6909.0|0|6909.0|1.0|1.0|7117.0|0|7117.0|1708.0|1708.0|233669|0|233669
1967-09-01|207055|0|207055|4196.0|0|4196.0|0|0|4277.0|0|4277.0|1331.0|1331.0|216859|0|216859
1967-10-01|214046|0|214046|5258.0|0|5258.0|0|0|5358.0|0|5358.0|1203.0|1203.0|225865|0|225865
1967-11-01|207661|0|207661|6723.0|0|6723.0|2.0|2.0|6859.0|0|6859.0|1480.0|1480.0|222725|0|222725
1967-12-01|202020|0|202020|6888.0|0|6888.0|0|0|7023.0|0|7023.0|1073.0|1073.0|217004|0|217004
1968-01-01|203825|0|203825|5625.0|0|5625.0|8.0|8.0|5893.0|0|5893.0|1010.0|1010.0|216361|0|216361
1968-02-01|210801|0|210801|4432.0|0|4432.0|0|0|4484.0|0|4484.0|1453.0|1453.0|221170|0|221170
1968-03-01|220961|0|220961|6596.0|0|6596.0|18.0|18.0|6691.0|0|6691.0|1420.0|1420.0|235686|0|235686
1968-04-01|211090|0|211090|5078.0|0|5078.0|18.0|18.0|5144.0|0|5144.0|1708.0|1708.0|223038|0|223038
1968-05-01|222046|0|222046|5070.0|0|5070.0|3.0|3.0|5183.0|0|5183.0|1948.0|1948.0|234250|0|234250
1968-06-01|211549|0|211549|5091.0|0|5091.0|8.0|8.0|5177.0|0|5177.0|1501.0|1501.0|223326|0|223326
1968-07-01|221598|0|221598|5028.0|0|5028.0|2.0|2.0|5088.0|0|5088.0|1418.0|1418.0|233134|0|233134
1968-08-01|219511|0|219511|5309.0|0|5309.0|14.0|14.0|5411.0|0|5411.0|1646.0|1646.0|231891|0|231891
1968-09-01|216905|0|216905|4991.0|0|4991.0|0|0|5084.0|0|5084.0|1074.0|1074.0|228054|0|228054
1968-10-01|219905|0|219905|4595.0|0|4595.0|6.0|6.0|4653.0|0|4653.0|883.0|883.0|230042|0|230042
1968-11-01|210502|0|210502|3457.0|0|3457.0|0|0|3496.0|0|3496.0|729.0|729.0|218184|0|218184
1968-12-01|209470|0|209470|4200.0|0|4200.0|0|0|4257.0|0|4257.0|441.0|441.0|218368|0|218368
1969-01-01|204333|0|204333|3641.0|0|3641.0|8.0|8.0|3726.0|0|3726.0|450.0|450.0|212158|0|212158
1969-02-01|198327|0|198327|3096.0|0|3096.0|4.0|4.0|3150.0|0|3150.0|599.0|599.0|205176|0|205176
1969-03-01|219122|0|219122|4897.0|0|4897.0|2.0|2.0|4988.0|0|4988.0|376.0|376.0|229385|0|229385
1969-04-01|216857|0|216857|4665.0|0|4665.0|14.0|14.0|4886.0|0|4886.0|828.0|828.0|227250|0|227250
1969-05-01|219640|0|219640|4087.0|0|4087.0|2.0|2.0|4384.0|0|4384.0|1189.0|1189.0|229302|0|229302
1969-06-01|219768|0|219768|4198.0|0|4198.0|6.0|6.0|4412.0|0|4412.0|2080.0|2080.0|230464|0|230464
1969-07-01|221440|0|221440|1949.0|0|1949.0|0|0|2055.0|0|2055.0|1451.0|1451.0|226895|0|226895
1969-08-01|219160|0|219160|513.0|0|513.0|0|0|550.0|0|550.0|1191.0|1191.0|221414|0|221414
1969-09-01|210425|0|210425|522.0|0|522.0|0|0|546.0|0|546.0|1471.0|1471.0|212964|0|212964
